"","Model","AUC","TPR","TNR","threshold","TSS","PA","RUN","ID"
"1","bioclim",0.256198347107438,1,0,-1e-04,0,1,1,1
"2","bioclim",0.268595041322314,1,0,-1e-04,0,1,2,2
"3","bioclim",0.681818181818182,0.636363636363636,0.909090909090909,0.33323333,0.545454545454545,1,3,3
"4","bioclim",0.644628099173554,0.545454545454545,0.727272727272727,0.11101111,0.272727272727273,1,4,4
"5","bioclim",0.260330578512397,1,0,-1e-04,0,1,5,5
"6","bioclim",0.396694214876033,1,0,-1e-04,0,1,6,6
"7","bioclim",0.305785123966942,0.0909090909090909,1,0.66656667,0.0909090909090908,1,7,7
"8","bioclim",0.508264462809917,0.636363636363636,0.545454545454545,0.22212222,0.181818181818182,1,8,8
"9","bioclim",0.380165289256198,1,0,-1e-04,0,1,9,9
"10","bioclim",0.545454545454545,0.636363636363636,0.727272727272727,0.22212222,0.363636363636364,1,10,10
"11","enfa",0.56198347107438,0.363636363636364,0.909090909090909,0.9971131,0.272727272727273,1,1,11
"12","enfa",0.396694214876033,0.909090909090909,0.181818181818182,0.89572175,0.0909090909090908,1,2,12
"13","enfa",0.520661157024793,0.909090909090909,0.363636363636364,0.97039717,0.272727272727273,1,3,13
"14","enfa",0.727272727272727,0.727272727272727,0.818181818181818,0.98129233,0.545454545454545,1,4,14
"15","enfa",0.330578512396694,0.0909090909090909,1,0.99831106,0.0909090909090908,1,5,15
"16","enfa",0.528925619834711,0.454545454545455,0.909090909090909,0.98838776,0.363636363636364,1,6,16
"17","enfa",0.702479338842975,0.727272727272727,0.636363636363636,0.99035152,0.363636363636364,1,7,17
"18","enfa",0.661157024793388,0.818181818181818,0.636363636363636,0.97780622,0.454545454545455,1,8,18
"19","enfa",0.504132231404959,1,0.0909090909090909,0.91408372,0.0909090909090908,1,9,19
"20","enfa",0.685950413223141,0.727272727272727,0.727272727272727,0.98354549,0.454545454545455,1,10,20
"21","glm",0.570247933884298,0.545454545454545,0.818181818181818,0.44085528,0.363636363636364,1,1,21
"22","glm",0.619834710743802,0.636363636363636,0.818181818181818,0.44402689,0.454545454545455,1,2,22
"23","glm",0.677685950413223,0.909090909090909,0.545454545454545,0.43672248,0.454545454545455,1,3,23
"24","glm",0.305785123966942,1,0,0.40900354,0,1,4,24
"25","glm",0.256198347107438,0.0909090909090909,1,0.45571626,0.0909090909090908,1,5,25
"26","glm",0.669421487603306,0.545454545454545,0.909090909090909,0.45229187,0.454545454545455,1,6,26
"27","glm",0.801652892561983,0.727272727272727,0.818181818181818,0.43784618,0.545454545454545,1,7,27
"28","glm",0.479338842975207,0.818181818181818,0.272727272727273,0.42277486,0.0909090909090908,1,8,28
"29","glm",0.776859504132231,0.727272727272727,0.909090909090909,0.44108303,0.636363636363636,1,9,29
"30","glm",0.40495867768595,0.181818181818182,1,0.45172988,0.181818181818182,1,10,30
"31","gam",0.809917355371901,0.818181818181818,0.727272727272727,0.34938225,0.545454545454545,1,1,31
"32","gam",0.768595041322314,1,0.454545454545455,0.34513079,0.454545454545455,1,2,32
"33","gam",0.826446280991736,0.909090909090909,0.636363636363636,0.34516122,0.545454545454545,1,3,33
"34","gam",0.570247933884298,0.636363636363636,0.636363636363636,0.35154862,0.272727272727273,1,4,34
"35","gam",0.669421487603306,0.818181818181818,0.545454545454545,0.35055861,0.363636363636364,1,5,35
"36","gam",0.56198347107438,0.909090909090909,0.363636363636364,0.34423637,0.272727272727273,1,6,36
"37","gam",0.84297520661157,0.909090909090909,0.727272727272727,0.35146994,0.636363636363636,1,7,37
"38","gam",0.661157024793388,0.818181818181818,0.636363636363636,0.34593014,0.454545454545455,1,8,38
"39","gam",0.818181818181818,0.909090909090909,0.727272727272727,0.34909284,0.636363636363636,1,9,39
"40","gam",0.59504132231405,1,0.272727272727273,0.34446481,0.272727272727273,1,10,40
"41","maxent",0.652892561983471,0.909090909090909,0.454545454545455,0.19152819,0.363636363636364,1,1,41
"42","maxent",0.710743801652893,0.818181818181818,0.636363636363636,0.34125384,0.454545454545455,1,2,42
"43","maxent",0.793388429752066,0.636363636363636,1,0.6714716,0.636363636363636,1,3,43
"44","maxent",0.56198347107438,0.454545454545455,0.909090909090909,0.54376865,0.363636363636364,1,4,44
"45","maxent",0.239669421487603,0.0909090909090909,1,0.99980808,0.0909090909090908,1,5,45
"46","maxent",0.669421487603306,0.545454545454545,0.818181818181818,0.71481897,0.363636363636364,1,6,46
"47","maxent",0.768595041322314,0.636363636363636,0.909090909090909,0.81651642,0.545454545454545,1,7,47
"48","maxent",0.776859504132231,0.727272727272727,0.818181818181818,0.69661439,0.545454545454545,1,8,48
"49","maxent",0.752066115702479,1,0.454545454545455,0.38806274,0.454545454545455,1,9,49
"50","maxent",0.71900826446281,1,0.363636363636364,0.16014769,0.363636363636364,1,10,50
"51","rf",0.727272727272727,0.636363636363636,0.909090909090909,0.55631189,0.545454545454545,1,1,51
"52","rf",0.793388429752066,1,0.636363636363636,0.35113815,0.636363636363636,1,2,52
"53","rf",0.809917355371901,0.636363636363636,1,0.63777153,0.636363636363636,1,3,53
"54","rf",0.504132231404959,0.363636363636364,1,0.79030311,0.363636363636364,1,4,54
"55","rf",0.479338842975207,0.909090909090909,0.363636363636364,0.40096558,0.272727272727273,1,5,55
"56","rf",0.636363636363636,0.909090909090909,0.545454545454545,0.45628843,0.454545454545455,1,6,56
"57","rf",0.859504132231405,0.909090909090909,0.636363636363636,0.52377495,0.545454545454545,1,7,57
"58","rf",0.636363636363636,0.545454545454545,0.818181818181818,0.61867157,0.363636363636364,1,8,58
"59","rf",0.933884297520661,1,0.909090909090909,0.41289467,0.909090909090909,1,9,59
"60","rf",0.727272727272727,0.818181818181818,0.727272727272727,0.42385202,0.545454545454545,1,10,60
