"","Model","AUC","TPR","TNR","threshold","TSS","PA","RUN","ID"
"39","gam",0.849836230788612,0.841269841269841,0.746031746031746,0.91195163,0.587301587301587,1,9,39
"40","gam",0.905769715293525,0.793650793650794,0.904761904761905,0.9148179,0.698412698412698,1,10,40
"41","maxent",0.925925925925926,0.873015873015873,0.857142857142857,0.39352356,0.73015873015873,1,1,41
"42","maxent",0.909297052154195,0.873015873015873,0.841269841269841,0.35746728,0.714285714285714,1,2,42
"43","maxent",0.889140841521794,0.80952380952381,0.793650793650794,0.38710131,0.603174603174603,1,3,43
"44","maxent",0.887125220458554,0.904761904761905,0.761904761904762,0.21602793,0.666666666666667,1,4,44
"45","maxent",0.927437641723356,0.793650793650794,0.920634920634921,0.35644131,0.714285714285714,1,5,45
"46","maxent",0.935500125976316,0.904761904761905,0.841269841269841,0.25329916,0.746031746031746,1,6,46
"47","maxent",0.882590073066264,0.841269841269841,0.825396825396825,0.45245652,0.666666666666667,1,7,47
"48","maxent",0.901234567901235,0.857142857142857,0.857142857142857,0.34093283,0.714285714285714,1,8,48
"49","maxent",0.896195515243134,0.793650793650794,0.857142857142857,0.2627659,0.650793650793651,1,9,49
"50","maxent",0.954396573444192,0.904761904761905,0.888888888888889,0.3708203,0.793650793650793,1,10,50
"51","rf",0.932980599647266,0.904761904761905,0.873015873015873,0.61803333,0.777777777777778,1,1,51
"52","rf",0.898211136306374,0.857142857142857,0.873015873015873,0.57206667,0.73015873015873,1,2,52
"53","rf",0.882842025699169,0.857142857142857,0.793650793650794,0.50233333,0.650793650793651,1,3,53
"54","rf",0.9145880574452,0.857142857142857,0.904761904761905,0.5227,0.761904761904762,1,4,54
"55","rf",0.932476694381456,0.857142857142857,0.936507936507937,0.45113333,0.793650793650793,1,5,55
"56","rf",0.915343915343915,0.857142857142857,0.920634920634921,0.52696667,0.777777777777778,1,6,56
"57","rf",0.899470899470899,0.904761904761905,0.825396825396825,0.54053333,0.73015873015873,1,7,57
"58","rf",0.869740488788108,0.904761904761905,0.746031746031746,0.45263333,0.650793650793651,1,8,58
"59","rf",0.910808767951625,0.920634920634921,0.80952380952381,0.34563333,0.73015873015873,1,9,59
"60","rf",0.916351725875535,0.873015873015873,0.888888888888889,0.5591,0.761904761904762,1,10,60
